ID,Active,Reference,Mammals - Acute Oral LD50 mg/kg BW/day,Mammals - Acute Oral <>,Quality Barometer - Mammals Acute,Mammals - Short Term Dietary NOEL mg/kg,Mammals - Short Term Dietary NOEL ppm diet,Mammals - STD <>,Quality Barometer - Mammals Short Term,Birds - Acute LD50 mg/kg,Birds - Acute <>,Quality Barometer - Birds Acute,Birds - Short term Dietary LC50/LD50,Birds - Dietary <>,Birds - Dietary Units,Quality Barometer - Birds Dietary,Fish - Acute 96hr LC50 mg/l,Fish - Acute <>,Quality Barometer - Fish Acute,Fish - Chronic 21d NOEC mg/l,Fish Chronic - <>,Quality Barometer - Chronic Fish,Aquatic Invertebrates - Acute 48hr EC50 mg/l,Aquatic Invertebrates - <>,Quality Barometer - Aq invertebrates Acute,Aquatic Invertebrates - Chronic 21d NOEC mg/l,Aquatic Invertebrates Chronic <>,Quality Barometer - Aq Invertebrates Chronic,Aquatic Crustaceans - Acute 96hr LC50 mg/l,Aquatic Crustaceans - <>,Quality Barometer - Aq Crustaeans,Aquatic Plants - Acute 7d EC50 mg/l,Aquatic Plants - <>,Quality Barometer - Aquatic Plants,Algae - Acute 72hr EC50 Growth mg/l,Algae acute - <>,Quality Barometer - Algae Acute,Algae - Chronic 96hr NOEC mg/l,Algae chronic - <>,Quality Barometer - Algae Chronic,Sediment Dwelling Organisms - Acute 96hr LC50 mg/l,Sediment Dwelling Organisms Acute - <>,Quality Barometer - Sediment Dwellers,Sediment Dwelling Org  - Chronic 28 day NOEC Static Water mg/l,Sediment Dwelling Org Chronic water - <>,Quality Barometer - Sediment Dwellers Chronic Water,Sediment Dwelling Organisms - Chronic 28 day NOEC Sediment mg/kg,Sediment Dwelling Org Chronic Sed - <>,Quality Barometer - Sediment Dwellers Chronic Sediment,Honeybees - Contact acute 48hr LD50 ug per bee,Honeybees contact <>,Quality Barometer - Bees contact,Honeybees - Oral Acute 48hr LD50 ug per bee,Honeybees oral <>,Quality Barometer - Honeybees oral,Honeybees - Unknown mode acute 48hr LD50 ug per bee,Honeybees unknown <>,Quality Barometer - Honeybees unknown,Bumblebees - Oral acute LD50 ug per bee,Bumblebees oral <>,Quality barometer - Bumblebees oral,Bumblebees oral - notes,Bumblebees - Contact acute LD50 ug per bee,Bumblebees contact <>,Quality barometer - Bumblebees contact,Bumblebees contact - notes,Mason bees - Contact acute LD50,Mason bees contact <>,Quality barometer - Mason bees contact,Mason bees - Oral acute LD50,Mason bees oral <>,Quality barometer - Mason bees oral,Other pollinator 1 - LD50 ug/insect,Other pollinator 1 - <>,Other pollinator 1 - mode of exposure,Other pollinator 1 - quality barometer,Other pollinator 2 - LD50 ug/insect,Other pollinator 2 - <>,Other pollinator 2 - mode of exposure,Other pollinator 2 - quality barometer,Earthworms - Acute 14d LC50 mg/kg,Worms acute - <>,Quality Barometer - Worms Acute,Earthworms - Chronic NOEC, Reproduction mg/kg,Worms chronic <>,Quality Barometer - Worms Reproduction,Other soil macro-organisms - acute LC50,Other soil macro-organisms - acute LC50 - <>,Quality barometer - Other soil macro-organisms - acute LC50,Other soil macro-organisms - chronic NOEC,Other soil macro-organisms - chronic NOEC - <>,Quality barometer - Other soil macro-organisms - chronic NOEC,Bioconcentration Factor,Quality Barometer - Bioconcentration factor,Clearance Half-life Days,Other arthropod (1) LR50 g/ha,OA Description,Quality Barometer - LR50 Other Arthropod 1,Arthropod (1) %Effect,OAE Description,Quality Barometer - %Effect Other Arthropod 1,Other arthropod (2) LR50 g/ha,OA2 Description,Quality Barometer - LR50 Other Arthropod 2,Arthropod (2) %Effect,OAE2 Description,Quality Barometer - %Effect Other Arthropod 2,Soil Micro-organisms,Quality Barometer - Soil Micro-Organisms,Aquatic Mesocosm 1 NOEAEC mg/l,Quality Barometer - Aquatic Mesoco 1 / Most Sensitive Species,Aquatic Mesocosm 2 NOEAEC mg/l,Quality Barometer - Aquatic Mesoco2 / Most Sensitive Species,Non-target plants 1,Non-target plants 1 - endpoint,Non-target plants plants 1 <>,Non-target plants 1 - Notes,Quality Barometer - Non-target plants 1,Non-target plants 2,Non-target plants 2 - endpoint,Non-target plants 2 <>,Non-target plants 2 - Notes,Quality Barometer - Non-target plants 2
"1401","Phlebiopsis gigantea",,"4.26E+07",">","A5 Rat, as cfu/kg BW",,,,,,,"A3 No adverse effects identified or expected",,,,,,,"A3 No adverse effects identified or expected",,,,,,"A3 No adverse effects identified or expected",,,,,,,,,,,,,,,,,,,,,,,,,"100",">","A3 <i>Apis mellifera</i>","100",">","A3 <i>Apis mellifera</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,"A3 Non-toxic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1402","Lecanicillium lecanii",,,,,,,,,,,"A3 Non-toxic",,,,,"97",">","A5 Equivalent to >6.2E-09 cfu/litre",,,,"6.0",">","A5 Equivalent to >3.8E-08 cfu/litre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"110",">","A5 Equivalent to >6.3E06 cfu/bee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1403","Cydia pomonella granulosis virus",,"2000",">","L3 Rat",,,,,,,,,,,,"100",">","A4 <i>Oncorhynchus mykiss</i>",,,,"100",">","A4 <i>Daphnia magna</i>",,,,,,,"100",">","A4 <i>Lemna gibba</i>","100",">","A4 <i>Desmodesmus subspicatus</i>",,,,,,,,,,,,,"1.0E+10",">","L3, as GV/ml/bee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000",">","L3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1454","precocene II",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1463","citronella oil ",,"4380",">","A5 Rat",,,,,"2250",">","F4 <i>Colinus virginianus</i>",,,,,"17.3","=","A5 <i>Oncorhynchus mykiss</i>",,,,"26.4","=","A5 <i>Daphnia magna</i>",,,,,,,,,,"3.65","=","A3 <i>Selenastrum capricornutum</i>, for geraniol fraction",,,,,,,,,,,,,,,,,,,"100",">","Q2 Expert judgement",,,,,,,,,,,,,,,,,,,,,,,"1000",">","Q2 Expert judgement",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1464","Coniothyrium minitans",,"2500",">","A5 Rat",,,,,,,,,,,,"100",">","L3 <i>Oncorhynchus mykiss</i>",,,,"100",">","A5 <i>Daphnia magna</i>",,,,,,,,,,"100",">","A5 <i>Scendesmus subspicatus</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1465","indolylbutyric acid",,"5000",">","A5 Rat",,,,,"2150",,"F3 <i>Colinus virginianus</i>",,,,,"250","=","A5 <i>Oncorhynchus mykiss</i>",,,,"112","=","A5 <i>Daphnia magna</i>",,,,,,,,,,"118","=","A5 <i>Pseudokirchneriella subcapitata</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1468","nuranone","AI3-38648",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1525","Paecilomyces fumosoroseus strain FE9901",,"1.0E+07","=","A4 Rat, as cfu/rat",,,,,,,"A5 No adverse effects expected",,,,,,,"A5 No adverse effects expected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1526","Adoxophyes orana granulovirus",,,,,,,,,,,,,,,,"100",">","A4 <i>Oncorhynchus mykiss</i>",,,,"100",">","A4 <i>Daphnia magna</i>",,,,,,,"100",">","A4 <i>Lemna gibba</i>","100",">","A4 <i>Scendedesmus subspicatus</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000",,"A4 <i>Eisenia foetida</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1623","2,6-diisopropylnaphthalene",,"5000",">","F4 Rat",,,,,,,,,,,,"57","=","F2 <i>Oncorhynchus mykiss</i>",,,,"360","=","F3 <i>Daphnia magna</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1626","methyl anthranilate",,"2910","=","F4 Rat",,,,,"2036","=","CA3 <i>Colinus virginianus</i>",,,,,"23.19","=","CA3 <i>Oncorhynchus mykiss</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25",,"CA3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1627","6-isopentenyl aminopurine",,"5000",">","F4 Rat",,,,,,,,,,,,"1000",">","F4 <i>Oncorhynchus mykiss</i>",,,,"1000",">","F4 <i>Daphnia magna</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1628","kinetin",,"5000",">","F4 Rat",,,,,,,,,,,,"1000",">","F4 <i>Oncorhynchus mykiss</i>",,,,"1000",">","F4 <i>Daphnia magna</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1629","zeatin",,"5000",">","F4 Rat",,,,,,,,,,,,"1000",">","F4 <i>Oncorhynchus mykiss</i>",,,,"1000",">","F4 <i>Daphnia magna</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1630","capsaicin","NCI-C56564","97.4","=","F3 Mouse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.1",">","L3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1686","Isaria fumerosa Apopka strain 97",,"1.0E+09","=","L3 Rat, as cfu/rat ",,,,,"2.5E+09","=","A5 <i>Colinus virginianus</i> as CFU/kg",,,,"A5 No adverse effects identified or expected","14.7E+08",">","A5 <i>Oncorhynchus mykiss</i> as CFU/L","14.7E+08","=","A5 <i>Oncorhynchus mykiss</i> as CFU/L","14.7E+08",">","A5 <i>Daphnia magna</i> as CFU/L","14.7E+08","=","A5 <i>Daphnia magna</i> as CFU/L",,,,,,,,,,,,,,,,,,,,,,"20.0",">","A5 <i>Apis mellifera</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1690","anabasine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1691","Amblyseius californicus",,,,"E4 No adverse effects identified or expected",,,,,,,"E4 No adverse effects identified or expected",,,,,,,"E4 No adverse effects identified or expected",,,"E4 No adverse effects identified or expected",,,,,,,,,,,,"E4 No adverse effects identified or expected",,,"E4 No adverse effects identified or expected",,,"E4 No adverse effects identified or expected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Possible risk of damage to beneficial insects in the absence of sufficient numbers of their favoured prey.",,,,,,,,,,,,,,,,,,,,,,,
"1694","Agrobacterium radiobacter strain K1026",,,,"Q3 No adverse effects identified or expected.",,,,,,,"Q3 No adverse effects identified or expected.",,,,"Q3 No adverse effects identified or expected.",,,"Q3 No adverse effects identified or expected.",,,"Q3 No adverse effects identified or expected",,,,,,,,,,,,"Q3 No adverse effects identified or expected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1695","Ampelomyces quisqualis strain AQ10",,"5050",">","A5 Rat",,,,,"1667",">","A5 <i>Anas platyrhynchos</i>",,,,"A5 No adverse effects identified or expected","20.0",">","A5 <i>Oncorhynchus mykiss</i>",,,"A5 No adverse effects identified or expected","6.5 E+08","=","A5 <i>Daphnia magna</i> as cfu/L",,,"A5 No adverse effects identified or expected",,,,,,,"100",">","A5 <i>Pseudokirchneriella subcapitata</i>",,,,,,,,,,,,,,,,,,,"Non-toxic",,"A5 No adverse effects identified or expected","70000.0","=","A5 <i>Bombus terrestris</i>",,"70000.0","=","A5 <i>Bombus terrestris</i>",,,,,,,,,,,,,,,,,,"A5 No adverse effects identified or expected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1696","Anticarsia gemmatalis nucleopolyhedrovirus",,,,"Q3 No adverse effects identified or expected",,,,,,,"Q3 No adverse effects identified or expected",,,,"Q3 No adverse effects identified or expected",,,"Q3 No adverse effects identified or expected",,,"Q3 No adverse effects identified or expected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1698","Anagrapha falcifera nucleopolyhedrovirus",,,,"Q3 No adverse effects identified or expected",,,,"Q3 No adverse effects identified or expected",,,"Q3 No adverse effects identified or expected",,,,"Q3 No adverse effects identified or expected",,,"Q3 No adverse effects identified or expected",,,"Q3 No adverse effects identified or expected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1699","Autographa californica nucleopolyhedrovirus",,,,"Q3 No adverse effects identified or expected",,,,"Q3 No adverse effects identified or expected",,,"Q3 No adverse effects identified or expected",,,,"Q3 No adverse effects identified or expected",,,"Q3 No adverse effects identified or expected",,,"Q3 No adverse effects identified or expected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"737","2-hydroxy-3-fluoro-5-chloro-pyridine","CGA 302371",,,,,,,,,,,,,,,"100",">","A5 <i>Oncorhynchus mykiss</i>",,,,"100",">","A5 <i>Daphnia magna</i>",,,,,,,,,,"89",">","A5 <Pseudokirchneriella subcapitata</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"408",">","A5 <i>Eisenia foetida</i>",,,,,,,"95.3","=","A5 <i>Folsomia candida</i>, 28d",,,,,,,,,,,,,,,,"Nitrogen mineralisation: Chronic effect; Carbon mineralisation: No significant adverse effect","A5 [Dose: 0.1 mg/kg, 28 days]",,,,,,,,,,,,,,
"738","4-chloro-5-p-tolylimidazole-2-carbonitrile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56",,"A5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"739","4-chloro-5-p-tolylimidazole-2-carboxamide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000",,"A5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"740","4-chloro-5-p-tolylimidazole-2-carboxylic acid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000",,"A5",,,,,,,,,,,,,,,,,,,,,,,,,"Nitrogen mineralisation: No significant adverse effect; Carbon mineralisation: No significant adverse effect","A5 [Dose: 0.133 mg/kg soil, 28 days]",,,,,,,,,,,,,,
"741","2,4-dichloroaniline",,"1600",,"V3 Rat",,,,,,,,,,,,"20",,"F2 <i>Oryzias latipes</i>",,,,"1.3",,"F4 <i>Daphnia magna</i>",,,,,,,"7.8",,"F3 <i>Lemna gibba</i>, 10 day","0.69",,"F4 Cyanobacteria",,,,,,,"0.5",,"A5 <i>Chironomus riparius</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"142",,"F4 <i>Eisenia andrei</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"742","cycloxydim sulfoxide","BH 517-TSO","2000",">","A5 Rat","50",,">","A5 Rat",,,,,,,,"100",">","A5 <i>Oncorhynchus mykiss</i>",,,,"100",">","A5 <i>Daphnia magna</i>",,,,,,,,,,"100",">","A5 <i>Pseudokirchneriella subcapitata</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"743","cycloxydim sulfone","BH 517-TSO2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"971","thiophene sulfonamide","IN-W8268","2000",">","A5 Rat",,,,,,,,,,,,"115",">","A5 <i>Oncorhynchus mykiss</i>",,,,"125",">","A5 <i>Daphnia magna</i>",,,,,,,"30.3",">","A5 <i>Lemna gibba</i>","29.9","=","A5 <i>Pseudokirchneriella subcapitata</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000",">","A5 <i>Eisenia foetida</i>","8.0","=","A4 <i>Eisenia foetida</i>, 56 days",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"973","O-desmethylthifensulfuron methyl","IN-L9226",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.17","=","A5 <i>Lemna gibba</i>","89",">","A5 <i>Pseudokirchneriella subcapitata</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"974","thiofanox sulfoxide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
