ID,Active,Reference,Summary,Chemical Group,Isomerism,Description,Example pests controlled,Example hosts,Mode of action,Efficacy & activity,LERAP Status,EC Directive 91/414 Status,EU Dossier Rapporteur/Co-Rapporteur,Date inclusion expires,Other status (legislative, convention, NGO),Date of introduction,CASS RN,EC number,CLP index number,CIPAC number,US EPA code,Pesticide type,Substance origin,Metabolite type,Other constituent type,Chemical formula,Molar mass,Minimum active substance purity,Known relevant impurities,Generic name,Preferred IUPAC name (PIN),IUPAC name,CAS name,Canonical SMILES,Isomeric SMILES,International Chemical Identifier key (InChIKey),International Chemical Identifier (InChI),Herbicide Resistance (HRAC) Classification,Herbicide Resistance (WSSA) Classification,Insecticide Resistance (IRAC) Classification,Fungicide Resistance (FRAC) Classification,Examples of recorded resistance,OtherID1,Other constituents in formulations 1,OtherID2,Other constituents in formulations 2,OtherID3,Other constituents in formulations 3,OtherID4,Other constituents in formulations 4,OtherID5,Other constituents in formulations 5,OtherID6,Other constituents in formulations 6,Ex  Manufacturers of products using this active,Ex  Brands,Formulation and Application details,FI,SE,DK,IE,UK,NL,BE,LU,DE,AT,FR,ES,PL,MT,GR,CY,CZ,HU,SK,PT,IT,SI,EE,LV,LT,RO,BU
"690","methomyl oxime","IN-X1177",,"Unclassified","Isomeric","Chemical transformation product",,,"Not applicable",,"Not applicable","Not applicable","Not applicable","Not applicable",,"Not applicable","13749-94-5","237-332-2",,,"Not applicable","Metabolite","Synthetic","Soil",,"C3H7NOS","105.16",,,,,,"1-(methylthio)acetaldehyde oxime","CC(=NO)SC","C/C(=N/O)/SC","TYEVWCPZVQACAE-ONEGZZNKSA-N","InChI=1S/C3H7NOS/c1-3(4-5)6-2/h5H,1-2H3/b4-3+","Not applicable","Not applicable","Not applicable","Not applicable",,,,,,,,,,,,,,"Not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"691","aldicarb sulfoxide",,,"Unclassified","Isomeric","Chemical transformation product",,,"Not applicable",,"Not applicable","Not applicable","Not applicable","Not applicable",,"Not applicable","1646-87-3",,,,"Not applicable","Metabolite","Synthetic","Soil, Plants; Rats (Urinary)",,"C7H14N2O3S","206.26",,,,,,"2-methyl-2-(methylsulfinyl)propanal O-((methylamino)carbonyl)oxime","CC(C)(C=NOC(=O)NC)S(=O)C","CC(C)(/C=N/OC(=O)NC)S(=O)C","BXPMAGSOWXBZHS-WEVVVXLNSA-N","InChI=1S/C7H14N2O3S/c1-7(2,13(4)11)5-9-12-6(10)8-3/h5H,1-4H3,(H,8,10)/b9-5+","Not applicable","Not applicable","Not applicable","Not applicable",,,,,,,,,,,,,,"Not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"692","3-phenoxybenzoic acid",,,"Unclassified","None","Chemical transformation product",,,"Not applicable",,"Not applicable","Not applicable","Not applicable","Not applicable",,"Not applicable","3739-38-6","223-121-2",,,"Not applicable","Metabolite","Synthetic","Soil, Surface Water, Groundwater, Sediment",,"C13H10O3","214.22",,,,"3-phenoxybenzoic acid","3-phenoxybenzoic acid","3-phenoxybenzoic acid","C1=CC=C(C=C1)OC2=CC=CC(=C2)C(=O)O","No data","NXTDJHZGHOFSQG-UHFFFAOYSA-N","InChI=1S/C13H10O3/c14-13(15)10-5-4-8-12(9-10)16-11-6-2-1-3-7-11/h1-9H,(H,14,15)","Not applicable","Not applicable","Not applicable","Not applicable",,,,,,,,,,,,,,"Not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"693","deethyl ametryne",,,"Triazine",,"Chemical transformation product",,,"Not applicable",,"Not applicable","Not applicable","Not applicable","Not applicable",,"Not applicable",,,,,"Not applicable","Metabolite","Synthetic","Soil",,"C9H17N5S","227.33",,,"deethyl ametryne",,,,,,,,"Not applicable","Not applicable","Not applicable","Not applicable",,,,,,,,,,,,,,"Not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"694","4,6-bis(amino)-2-chloro-s-triazine","ENT 50982",,"Triazine",,"Chemical transformation product",,,"Not applicable",,"Not applicable","Not applicable","Not applicable","Not applicable",,"Not applicable","3397-62-4","222-260-6",,,"Not applicable","Metabolite","Synthetic","Soil",,"C3H4ClN5 ","145.55",,,,,"2-chloro-4,6-diamino-s-triazine","4,6-bis(amino)-2-chloro-s-triazine","C1(=NC(=NC(=N1)Cl)N)N","No data","FVFVNNKYKYZTJU-UHFFFAOYSA-N","InChI=1S/C3H4ClN5/c4-1-7-2(5)9-3(6)8-1/h(H4,5,6,7,8,9)","Not applicable","Not applicable","Not applicable","Not applicable",,,,,,,,,,,,,,"Not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"695","deethylatrazine","G-30033",,"Triazine",,"Chemical transformation product",,,"Not applicable",,"Not applicable","Not applicable","Not applicable","Not applicable",,"Not applicable","6190-65-4",,,,"Not applicable","Metabolite","Synthetic","Soil",,"C6H10ClN5","187.63",,,,,"6-chloro-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine","4-amino-2-chloro-6-ethylamino-s-triazine","CC(C)NC1=NC(=NC(=N1)N)Cl","No data","DFWFIQKMSFGDCQ-UHFFFAOYSA-N","InChI=1S/C6H10ClN5/c1-3(2)9-6-11-4(7)10-5(8)12-6/h3H,1-2H3,(H3,8,9,10,11,12)","Not applicable","Not applicable","Not applicable","Not applicable",,,,,,,,,,,,,,"Not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"696","desethyl azinphos-ethyl",,,"Unclassified",,"Chemical transformation product",,,"Not applicable",,"Not applicable","Not applicable","Not applicable","Not applicable",,"Not applicable",,,,,"Not applicable","Metabolite","Synthetic","Soil",,,,,,"desethyl azinphos-ethyl",,,,,,,,"Not applicable","Not applicable","Not applicable","Not applicable",,,,,,,,,,,,,,"Not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"697","sulfonmethylbenzamid",,,"Unclassified",,"Chemical transformation product",,,"Not applicable",,"Not applicable","Not applicable","Not applicable","Not applicable",,"Not applicable",,,,,"Not applicable","Metabolite","Synthetic","Soil",,,,,,"sulfonmethylbenzamid",,,,,,,,"Not applicable","Not applicable","Not applicable","Not applicable",,,,,,,,,,,,,,"Not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"698","(E)-2-(2-(6-(2-cyanophenoxy)pyrimidin-4-yloxy)phenyl)-3-methoxyacrylic acid","R234886",,"Unclassified",,"Chemical transformation product",,,"Not applicable",,"Not applicable","Not applicable","Not applicable","Not applicable",,"Not applicable",,,,,"Not applicable","Metabolite","Synthetic","Soil, Groundwater, Surface water, Sediment, Plant",,"C21H15N3O5","389.4",,,,,"(E)-2-(2-(6-(2-cyanophenoxy)pyrimidin-4-yloxy)phenyl)-3-methoxyacrylic acid","(alphaE)-2-((6-(2-Cyanophenoxy)-4-pyrimidinyl)oxy)-alpha-(methoxymethylene)benzeneacetic acid",,,,,"Not applicable","Not applicable","Not applicable","Not applicable",,,,,,,,,,,,,,"Not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"699","2,2-dimethyl-1,3-benzodioxol-4-ol","NC-7312",,"Unclassified",,"Chemical transformation product",,,"Not applicable",,"Not applicable","Not applicable","Not applicable","Not applicable",,"Not applicable","22961-82-6",,,,"Not applicable","Metabolite","Synthetic","Soil",,"C9H10O3 ","166.67",,,,,,"2,2-dimethyl-1,3-benzodioxol-4-ol","CC1(OC2=C(O1)C(=CC=C2)O)C","No data","CSSWBRMYHJVCPZ-UHFFFAOYSA-N","InChI=1S/C9H10O3/c1-9(2)11-7-5-3-4-6(10)8(7)12-9/h3-5,10H,1-2H3","Not applicable","Not applicable","Not applicable","Not applicable",,,,,,,,,,,,,,"Not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"700","2-amino-N-isopropylbenzamide",,,"Unclassified",,"Chemical transformation product",,,"Not applicable",,"Not applicable","Not applicable","Not applicable","Not applicable",,"Not applicable","30391-89-0",,,,"Not applicable","Metabolite","Synthetic","Soil",,"C10H14N2O","178.0",,,,,,"2-amino-N-isopropylbenzamide","CC(C)NC(=O)C1=CC=CC=C1N","No data","FWQYJOPJMIEKHZ-UHFFFAOYSA-N","InChI=1S/C10H14N2O/c1-7(2)12-10(13)8-5-3-4-6-9(8)11/h3-7H,11H2,1-2H3,(H,12,13)","Not applicable","Not applicable","Not applicable","Not applicable",,,,,,,,,,,,,,"Not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"701","4-fluoro-3-phenoxybenzoic acid",,,"Unclassified",,"Chemical transformation product",,,"Not applicable",,"Not applicable","Not applicable","Not applicable","Not applicable",,"Not applicable","77279-89-1",,,,"Not applicable","Metabolite","Synthetic","Soil, Plants, Surface water, Sediment. Groundwater",,"C13H9FO3","232.21",,,,,,"4-fluoro-3-phenoxybenzoic acid","C1=CC=C(C=C1)OC2=C(C=CC(=C2)C(=O)O)F","No data","VLXNXMTVRWIUJZ-UHFFFAOYSA-N","InChI=1S/C13H9FO3/c14-11-7-6-9(13(15)16)8-12(11)17-10-4-2-1-3-5-10/h1-8H,(H,15,16)","Not applicable","Not applicable","Not applicable","Not applicable",,,,,,,,,,,,,,"Not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"702","3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylic acid",,,"Unclassified","Isomeric","Chemical transformation product",,,"Not applicable",,"Not applicable","Not applicable","Not applicable","Not applicable",,"Not applicable",,,,,"Not applicable","Metabolite","Synthetic","Soil, Plants, Animal, Surface water, Sediment, Groundwater",,,"209.07",,,,,"cis/trans (RS)-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropanecarboxylic acid","3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylic acid",,,,,"Not applicable","Not applicable","Not applicable","Not applicable",,,,,,,,,,,,,,"Not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"703","diazinecarboxylic acid, 2-(4-methoxy-(1,1-biphenyl)-3-yl),1-methylethyl ester","D-3598",,"Unclassified",,"Chemical transformation product",,,"Not applicable",,"Not applicable","Not applicable","Not applicable","Not applicable",,"Not applicable","149878-40-0",,,,"Not applicable","Metabolite","Synthetic","Soil, Surface water, Sediment, Ground water",,,"298.0",,,,,,"diazinecarboxylic acid, 2-(4-methoxy-[1,1-biphenyl]-3-yl),1-methylethyl ester",,,,,"Not applicable","Not applicable","Not applicable","Not applicable",,,,,,,,,,,,,,"Not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"704","bifenox acid",,,"Unclassified","None","Chemical transformation product",,,"Inhibition of protoporphyrinogen oxidase (PPO).",,"Not applicable","Not applicable","Not applicable","Not applicable",,"Not applicable","53774-07-5",,,,"Not applicable","Metabolite","Synthetic","Soil, Groundwater",,"C13H7Cl2NO5","328.10",,,,,,"5-(2,4-dichlorophenoxy)-2-nitrobenzoic acid","C1=CC(=C(C=C1OC2=C(C=C(C=C2)Cl)Cl)C(=O)O)[N+](=O)[O-]","No data","IUSYSZLVZMUVDO-UHFFFAOYSA-N","InChI=1S/C13H7Cl2NO5/c14-7-1-4-12(10(15)5-7)21-8-2-3-11(16(19)20)9(6-8)13(17)18/h1-6H,(H,17,18)","E","14","Not applicable","Not applicable",,,,,,,,,,,,,,"Not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"705","allethrolone",,,"Allethrin",,"Chemical transformation product",,,"Not applicable",,"Not applicable","Not applicable","Not applicable","Not applicable",,"Not applicable","29605-88-7","249-724-0",,,"Not applicable","Metabolite","Synthetic","Soil",,"C9H12O2 ","152.19",,,,,,"2-methyl-4-oxo-3-(propenyl)2-cyclopentenol","CC1=C(C(=O)CC1O)CC=C","No data","KZYVOZABVXLALY-UHFFFAOYSA-N","InChI=1S/C9H12O2/c1-3-4-7-6(2)8(10)5-9(7)11/h3,8,10H,1,4-5H2,2H3","Not applicable","Not applicable","Not applicable","Not applicable",,,,,,,,,,,,,,"Not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"706","dihydroxyallethrolene",,,"Unclassified",,"Chemical transformation product",,,"Not applicable",,"Not applicable","Not applicable","Not applicable","Not applicable",,"Not applicable",,,,,"Not applicable","Metabolite","Synthetic","Soil",,,,,,"dihydroxyallethrolene",,,,,,,,"Not applicable","Not applicable","Not applicable","Not applicable",,,,,,,,,,,,,,"Not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"707","4-[2-hydroxy-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)butoxy]-benzoic acid","BUE 2684",,"Unclassified",,"Chemical transformation product",,,"Not applicable",,"Not applicable","Not applicable","Not applicable","Not applicable",,"Not applicable",,,,,"Not applicable","Metabolite","Synthetic","Soil",,,,,,,,,"4-[2-hydroxy-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)butoxy]-benzoic acid",,,,,"Not applicable","Not applicable","Not applicable","Not applicable",,,,,,,,,,,,,,"Not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"708","1,2,4-triazole","CGA 71019",,"Triazole",,"Chemical transformation product that shos some pesticidal activity",,,"Not applicable",,"Not applicable","Not applicable","Not applicable","Not applicable",,"Not applicable","288-88-0","206-022-9",,,"Not applicable","Metabolite","Synthetic","Soil, Groundwater, Surface water, Sediment, Plants, Animals",,"C2H3N3","69.03","N/a","Not applicable",,,"1H-1,2,4-triazole","1,2,4-triazole","C1=NC=NN1","No data","NSPMIYGKQJPBQR-UHFFFAOYSA-N","InChI=1S/C2H3N3/c1-3-2-5-4-1/h1-2H,(H,3,4,5)","Not applicable","Not applicable","Not applicable","Not applicable",,"2454","climbazole",,,,,,,,,,,"Not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"709","4,4-dibromobenzilic acid",,,"Unclassified",,"Chemical transformation product",,,"Not applicable",,"Not applicable","Not applicable","Not applicable","Not applicable",,"Not applicable",,,,,"Not applicable","Metabolite","Synthetic","Soil",,,,,,"4,4-dibromobenzilic acid",,,,,,,,"Not applicable","Not applicable","Not applicable","Not applicable",,,,,,,,,,,,,,"Not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"710","4-tert-butyl-2-6,dinitroaniline",,,"Unclassified",,"Chemical transformation product",,,"Not applicable",,"Not applicable","Not applicable","Not applicable","Not applicable",,"Not applicable",,,,,"Not applicable","Metabolite","Synthetic","Soil",,"C10H13N3O4","239.23",,,"4-tert-butyl-2-6,dinitroaniline",,,,,,,,"Not applicable","Not applicable","Not applicable","Not applicable",,,,,,,,,,,,,,"Not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"711","diisobutylamine",,,"Unclassified",,"Chemical transformation product",,,"Not applicable",,"Not applicable","Not applicable","Not applicable","Not applicable",,"Not applicable","110-96-3","203-819-3 ",,,"Not applicable","Metabolite","Synthetic","Soil",,"C8H19N","129.24",,,,,,"N,N-bis(2-methylpropyl)amine","CC(C)CNCC(C)C","No data","NJBCRXCAPCODGX-UHFFFAOYSA-N","InChI=1S/C8H19N/c1-7(2)5-9-6-8(3)4/h7-9H,5-6H2,1-4H3","Not applicable","Not applicable","Not applicable","Not applicable",,,,,,,,,,,,,,"Not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"712","tetrahydrophthalimide",,,"Unclassified",,"Chemical transformation product",,,"Not applicable",,"Not applicable","Not applicable","Not applicable","Not applicable",,"Not applicable","85-40-5","201-602-8",,,"Not applicable","Metabolite","Synthetic","Soil",,"C8H9NO2 ","151.16",,,,,,"1,2,3,6-tetrahydrophthalimide","C1C=CCC2C1C(=O)NC2=O","No data","CIFFBTOJCKSRJY-UHFFFAOYSA-N","InChI=1S/C8H9NO2/c10-7-5-3-1-2-4-6(5)8(11)9-7/h1-2,5-6H,3-4H2,(H,9,10,11)","Not applicable","Not applicable","Not applicable","Not applicable",,,,,,,,,,,,,,"Not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"713","tetrahydrophthalamic acid",,,"Unclassified",,"Chemical transformation product",,,"Not applicable",,"Not applicable","Not applicable","Not applicable","Not applicable",,"Not applicable",,,,,"Not applicable","Metabolite","Synthetic","Soil",,,,,,,"2-carbamoylcyclohexene-1-carboxylic acid","2-carbamoylcyclohexene-1-carboxylic acid","cis/trans 6-carbamoyl-2-3-cyclohexene-1-carboxylic acid","C1CCC(=C(C1)C(=O)N)C(=O)O","No data","VWFXHFHEOSNVQR-UHFFFAOYSA-N","InChI=1S/C8H11NO3/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H2,(H2,9,10)(H,11,12)","Not applicable","Not applicable","Not applicable","Not applicable",,,,,,,,,,,,,,"Not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"714","1-naphthol",,,"Unclassified",,"Chemical transformation product",,,"Not applicable",,"Not applicable","Not applicable","Not applicable","Not applicable",,"Not applicable","90-15-3","201-969-4",,,"Not applicable","Metabolite","Synthetic","Soil, Humans",,"C10H8O","144.17",,,,,"1-naphthol","1-naphthalenol","C1=CC=C2C(=C1)C=CC=C2O","No data","KJCVRFUGPWSIIH-UHFFFAOYSA-N","InChI=1S/C10H8O/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7,11H","Not applicable","Not applicable","Not applicable","Not applicable",,,,,,,,,,,,,,"Not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"715","2-aminobenzimidazole",,,"Unclassified",,"Chemical transformation product",,,"Not applicable",,"Not applicable","Not applicable","Not applicable","Not applicable",,"Not applicable","934-32-7","213-280-6",,,"Not applicable","Metabolite","Synthetic","Soil",,"C7H7N3","133.15",,,,,"1H-benzimidazol-2-amine","2-aminobenzimidazole","C1=CC=C2C(=C1)NC(=N2)N","No data","JWYUFVNJZUSCSM-UHFFFAOYSA-N","InChI=1S/C7H7N3/c8-7-9-5-3-1-2-4-6(5)10-7/h1-4H,(H3,8,9,10)","Not applicable","Not applicable","Not applicable","Not applicable",,,,,,,,,,,,,,"Not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"716","3-hydroxycarbofuran",,,"Unclassified",,"Chemical transformation product",,,"Not applicable",,"Not applicable","Not applicable","Not applicable","Not applicable",,"Not applicable","16655-82-6",,,,,"Metabolite","Synthetic","Soil, Animal, Plant",,"C12H15NO4","237.25",,,,,"2,3-dihydro-3-hydroxy-2,2-dimethyl-7-benzofuranyl carbamic acid methyl ester","2,3-dihydro-2,2-dimethyl-3-hydroxy-7-benzofuranyl N-methylcarbamate","CC1(C(C2=C(O1)C(=CC=C2)OC(=O)NC)O)C","No data","RHSUJRQZTQNSLL-UHFFFAOYSA-N","InChI=1S/C12H15NO4/c1-12(2)10(14)7-5-4-6-8(9(7)17-12)16-11(15)13-3/h4-6,10,14H,1-3H3,(H,13,15)","Not applicable","Not applicable","Not applicable","Not applicable",,,,,,,,,,,,,,"Not applicable","Not applicable","Not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,
